stop_name,bus_boardings,integration_index,neighborhood
ARLINGTON AVE AT KOEHLER ST,380.0,0.0,Unknown
ARLINGTON AVE AT KOEHLER ST,240.0,0.0,South Side Slopes
ARLINGTON AVE OPP JOSEPHINE ST,380.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE AT SPRING ST,190.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE AT STERLING ST,50.0,0.0,South Side Slopes
ARLINGTON AVE OPP CONWAY ST,140.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE OPP DENGLER ST,190.0,0.0,South Side Slopes
ARLINGTON AVE AT FERNLEAF ST,140.0,0.0,South Side Slopes
BALDWIN RD OPP RAMP ST,100.0,0.0,Hays
BAUSMAN ST AT BROWNSVILLE RD,190.0,0.0,Knoxville
BAUSMAN ST AT KNOX AVE FS,50.0,0.0,Knoxville
BELTZHOOVER AVE AT CLIMAX ST,140.0,0.0,Beltzhoover
BELTZHOOVER AVE AT WARRINGTON AVE FS,290.0,0.0,Beltzhoover
BELTZHOOVER AVE AT WARRINGTON AVE,380.0,0.0,Allentown
BROWNSVILLE RD AT W AGNEW AVE,330.0,0.0,Carrick
BROWNSVILLE RD AT BAUSMAN ST FS,760.0,0.0,Knoxville
BROWNSVILLE RD AT BAPTIST RD FS,190.0,0.0,Unknown
BROWNSVILLE RD AT BISCAYNE DR,140.0,0.0,Carrick
BROWNSVILLE RD AT BRENTWOOD LOOP SHELTER,1190.0,0.0,Unknown
BROWNSVILLE RD OPP DEWALT AVE FS,480.0,0.0,Unknown
BROWNSVILLE RD AT CEDRICTON ST FS,1240.0,0.0,Carrick
BROWNSVILLE RD AT CHURCHVIEW AVE,50.0,0.0,Carrick
BROWNSVILLE RD AT CLIFTON BLVD,140.0,0.0,Carrick
BROWNSVILLE RD AT CRAILO AVE,380.0,0.0,Carrick
BROWNSVILLE RD AT E AGNEW AVE,50.0,0.0,Carrick
BROWNSVILLE RD AT E GARDEN RD,50.0,0.0,Unknown
BROWNSVILLE RD AT E MEYERS AVE,240.0,0.0,Carrick
BROWNSVILLE RD AT GOLDBACH WAY,480.0,0.0,Unknown
BROWNSVILLE RD AT MEADOWBROOK BLVD,290.0,0.0,Unknown
BROWNSVILLE RD AT HILLMAN ST FS,240.0,0.0,Unknown
BROWNSVILLE RD AT PARK DR,380.0,0.0,Unknown
BROWNSVILLE RD AT HILLSON AVE FS,140.0,0.0,Unknown
BROWNSVILLE RD AT KAUFMANN AVE FS,190.0,0.0,Unknown
BROWNSVILLE RD AT KNOX AVE,190.0,0.0,Knoxville
BROWNSVILLE RD OPP KNOX AVE,710.0,0.0,Unknown
BROWNSVILLE RD AT MARLAND AVE,620.0,0.0,Knoxville
BROWNSVILLE RD AT MAYTIDE ST,240.0,0.0,Carrick
BROWNSVILLE RD AT MCKINLEY ST,190.0,0.0,Knoxville
BROWNSVILLE RD AT NOBLES LN,240.0,0.0,Carrick
BROWNSVILLE RD OPP MATTHEWS AVE,950.0,0.0,Unknown
BROWNSVILLE RD AT OVERBROOK BLVD,430.0,0.0,Carrick
BROWNSVILLE RD AT PARKFIELD ST,570.0,0.0,Carrick
BROWNSVILLE RD AT #2347,140.0,0.0,Carrick
BROWNSVILLE RD AT SANKEY AVE,290.0,0.0,Unknown
BROWNSVILLE RD AT STEWART AVE,1620.0,0.0,Carrick
BROWNSVILLE RD AT WALNUT ST FS,860.0,0.0,Unknown
BROWNSVILLE RD AT W CHERRYHILL ST NS,50.0,0.0,Carrick
BROWNSVILLE RD AT W GARDEN RD,50.0,0.0,Unknown
BROWNSVILLE RD AT E WOODFORD AVE,100.0,0.0,Carrick
BROWNSVILLE RD AT W WOODFORD AVE,190.0,0.0,Carrick
BROWNSVILLE RD AT WYNOKA ST,710.0,0.0,Carrick
BROWNSVILLE RD OPP BRENTWOOD LOOP,50.0,0.0,Unknown
BROWNSVILLE RD OPP W CHERRYHILL ST,240.0,0.0,Carrick
BROWNSVILLE RD OPP CHURCHVIEW AVE,100.0,0.0,Carrick
BROWNSVILLE RD OPP CLIFTON BLVD,140.0,0.0,Carrick
BROWNSVILLE RD OPP CRAILO AVE,190.0,0.0,Carrick
BROWNSVILLE RD OPP E MEYERS AVE,190.0,0.0,Carrick
BROWNSVILLE RD OPP HILLMAN ST,190.0,0.0,Unknown
BROWNSVILLE RD OPP KAUFMANN AVE,290.0,0.0,Unknown
BROWNSVILLE RD OPP MCKINLEY ST,240.0,0.0,Unknown
BROWNSVILLE RD OPP NOBLES LN,140.0,0.0,Carrick
BROWNSVILLE RD OPP OVERBROOK BLVD,50.0,0.0,Carrick
BROWNSVILLE RD OPP PARKFIELD ST,710.0,0.0,Carrick
BROWNSVILLE RD AT #2336,50.0,0.0,Carrick
BROWNSVILLE RD OPP STEWART AVE,1050.0,0.0,Unknown
BROWNSVILLE RD OPP THE BOULEVARD,50.0,0.0,Carrick
CENTURY SQUARE ENTRANCE RAMP AT MOUNTAINVIEW DR,100.0,0.0,Unknown
CENTURY TOWNHOMES AT TURNAROUND,190.0,0.0,Unknown
CHALFONT ST AT DELMONT AVE,50.0,0.0,Beltzhoover
CLIMAX ST AT BELTZHOOVER AVE,50.0,0.0,Beltzhoover
CLIMAX ST AT CURTIN AVE,50.0,0.0,Beltzhoover
COMMONWEALTH AVE AT RITE AID,240.0,0.0,Unknown
CRAWFORD AVE AT CATHERINE ST,760.0,0.0,Unknown
CRAWFORD AVE AT STATE ST,50.0,0.0,Unknown
CRAWFORD AVE AT WOOL ALLEY,50.0,0.0,Unknown
CURRY HOLLOW RD OPP GREEN DR,140.0,0.0,Unknown
CHALFONT ST AT DELMONT AVE,50.0,0.0,Beltzhoover
DESIDERIO BLVD AT WASHINGTON AVE,100.0,0.0,Unknown
DESIDERIO BLVD OPP JEFFERSON DR,50.0,0.0,Unknown
DRIVE TO LOWE'S AT STOREFRONT DRIVE,520.0,0.0,Unknown
DUQUESNE BLVD AT FAIRMONT AVE,140.0,0.0,Unknown
DUQUESNE BLVD AT MILLER AVE,240.0,0.0,Unknown
DUQUESNE BLVD OPP COMMONWEALTH AVE,100.0,0.0,Unknown
DUQUESNE BLVD AT COMMONWEALTH AVE,380.0,0.0,Unknown
DUQUESNE BLVD AT CENTER ST,50.0,0.0,Unknown
EASTMAN ST AT GREENSPRINGS AVE,100.0,0.0,Unknown
E CARSON ST AT S 10TH ST,670.0,19.172795475082335,South Side Flats
E CARSON ST AT S 12TH ST,140.0,42.18122150289175,South Side Flats
E CARSON ST AT S 14TH ST,100.0,3.0364826529680933,South Side Flats
E CARSON ST AT S 14TH ST,100.0,3.617918978312984,South Side Flats
E CARSON ST AT S 17TH ST,330.0,5.543822658888823,South Side Flats
E CARSON ST AT S 17TH ST,190.0,3.425228910418626,South Side Flats
E CARSON ST AT S 18TH ST,520.0,0.0,South Side Flats
E CARSON ST AT S 18TH ST,2100.0,0.0,South Side Flats
E CARSON ST AT S 20TH ST,860.0,22.184783850964706,South Side Flats
E CARSON ST AT S 20TH ST,760.0,17.761901060334278,South Side Flats
E CARSON ST AT S 21ST ST,2810.0,130.57942361971863,South Side Flats
E CARSON ST AT S 21ST ST,1140.0,42.59544063004679,South Side Flats
E CARSON ST AT S 22ND ST,570.0,52.10444978537375,South Side Flats
E CARSON ST AT S 24TH ST,1190.0,28.663743561744663,South Side Flats
E CARSON ST AT S 24TH ST,950.0,21.89422230943466,South Side Flats
E CARSON ST AT S 25TH ST,240.0,5.5119779446864845,South Side Flats
E CARSON ST AT S 26TH ST,50.0,2.166281289011439,South Side Flats
E CARSON ST AT S 2ND ST,50.0,0.9513485121332587,South Shore
E CARSON ST AT S 5TH ST,50.0,1.4599965561461021,South Side Flats
E CARSON ST AT S 7TH ST,100.0,1.85378838406394,South Side Flats
E CARSON ST OPP ARLINGTON AVE,50.0,1.3005781670055991,South Shore
E CARSON ST OPP STATION SQUARE STATION,2810.0,209.4984923658244,South Shore
E CARSON ST AT STATION SQUARE STATION,1380.0,88.89769276879291,South Shore
E CARSON ST AT TERMINAL WAY FS,100.0,2.661329955997735,South Side Flats
E CARSON ST AT S 7TH ST FS,380.0,0.0,South Side Flats
E CARSON ST OPP TERMINAL WAY,100.0,2.7312479738631574,South Side Flats
ELIZA ST AT FRANK ST,50.0,0.0,Unknown
ELIZA ST AT GLENCAIRN ST FS,50.0,0.0,Unknown
CHALFONT ST AT ESTELLA AVE,50.0,0.0,Beltzhoover
EVANS ST AT MCKEESPORT HOSPITAL MAIN ENTRA,240.0,0.0,Unknown
GEARING AVE AT CHALFONT ST,50.0,0.0,Beltzhoover
GEARING AVE AT CLIMAX ST,50.0,0.0,Beltzhoover
GEARING AVE AT FREELAND ST,50.0,0.0,Beltzhoover
GIANT EAGLE DR AT DRUG STORE,3620.0,0.0,Unknown
GLENBURY ST RAMP AT SOUTH BUSWAY,50.0,0.0,Overbrook
CRAWFORD VILLAGE PL AT GRANDVIEW AVE,50.0,0.0,Unknown
WATERFRONT DR AT COSTCO WHOLESALE DRVWY,50.0,0.0,Unknown
GRANT AVE AT 1ST ST,430.0,0.0,Unknown
GRANT AVE AT 2ND ST,520.0,0.0,Unknown
GRANT AVE AT 4TH ST,50.0,0.0,Unknown
GRANT AVE AT 4TH ST FS,100.0,0.0,Unknown
HABERMAN RAMP AT HARWOOD ST STEPS,50.0,0.0,Mount Washington
HOFFMAN BLVD AT KENNYWOOD BLVD,710.0,0.0,Unknown
HOMEVILLE RD OPP DUQUESNE VILLAGE ENTRANCE #1,50.0,0.0,Unknown
HOMEVILLE RD OPP DUQUESNE VILLAGE ENTRANCE #2,50.0,0.0,Unknown
HWY RT 51 AT BROWNSVILLE RD,620.0,0.0,Unknown
HWY RT 51 AT BROWNSVILLE RD,240.0,0.0,Unknown
HWY RT 51 AT COAL VALLEY RD FS,50.0,0.0,Unknown
HWY RT 51 AT DELCO RD,50.0,0.0,Unknown
HWY RT 51 AT E BRUCETON RD FS,100.0,0.0,Unknown
HWY RT 51 AT GLEN ELM DR,290.0,0.0,Unknown
HWY RT 51 AT GLENBURN DR,50.0,0.0,Unknown
HWY RT 51 AT GRACE ST,480.0,0.0,Unknown
HWY RT 51 AT GREENLEE RD,140.0,0.0,Unknown
HWY RT 51 AT GREENLEE RD,50.0,0.0,Unknown
HWY RT 51 OPP CENTURY III MALL,190.0,0.0,Unknown
HWY RT 51 OPP IRWIN DR,670.0,0.0,Unknown
HWY RT 51 AT IRWIN DR FS,50.0,0.0,Unknown
HWY RT 51 AT OLD LEBANON CHURCH RD,50.0,0.0,Unknown
HWY RT 51 AT LEWIS RUN RD,50.0,0.0,Unknown
HWY RT 51 AT MARYLEA DR,190.0,0.0,Unknown
HWY RT 51 OPP PRIMANTI BROTHERS,100.0,0.0,Unknown
HWY RT 51 AT OLD CLAIRTON RD FS (LARGE),50.0,0.0,Unknown
HWY RT 51 AT PEP BOYS,100.0,0.0,Unknown
HWY RT 51 AT MONRO MUFFLER,430.0,0.0,Unknown
HWY RT 51 AT #2790,50.0,0.0,Unknown
HWY RT 51 AT SOUTH MALL ENTRANCE DR,50.0,0.0,Unknown
HWY RT 51 AT SOUTHLAND SHOPPING CTR ENTRANC,240.0,0.0,Unknown
HWY RT 51 AT STREETS RUN RD,50.0,0.0,Unknown
HWY RT 51 OPP CLOVERLEAF TOWERS,50.0,0.0,Unknown
HWY RT 51 OPP GLEN ELM DR,100.0,0.0,Unknown
HWY RT 51 OPP GRACE ST,570.0,0.0,Unknown
HWY RT 51 AT PETCO DRIVEWAY,50.0,0.0,Unknown
HWY RT 885 AT LEBANON CHURCH RD FS,50.0,0.0,Unknown
INTERBORO AVE AT LEASIDE DR #1 (MIFFLIN),50.0,0.0,Lincoln Place
SECOND AVE AT HAZELWOOD AVE,100.0,2.155410288611219,Hazelwood
JOSEPHINE ST OPP BARRY ST,140.0,0.0,South Side Slopes
KEEPORT DR AT #5407,50.0,0.0,Unknown
KEEPORT DR AT TRAVIS DR FS,900.0,0.0,Unknown
KEEPORT DR OPP YOUNGRIDGE DR,50.0,0.0,Unknown
KEEPORT DR AT TRAVIS DR,620.0,0.0,Unknown
KENNEDY AVE AT AURILES ST,140.0,0.0,Unknown
KENNEDY AVE AT MIFFLIN ST,100.0,0.0,Unknown
KENNEDY AVE AT PETER ST,100.0,0.0,Unknown
KENNEDY AVE AT WILMOT ST,100.0,0.0,Unknown
KENNYWOOD BLVD AT GLENN ST,240.0,0.0,Unknown
KENNYWOOD BLVD AT GLENN ST,100.0,0.0,Unknown
KENNYWOOD BLVD AT HOFFMAN BLVD,100.0,0.0,Unknown
KENNYWOOD BLVD AT MIFFLIN ST,140.0,0.0,Unknown
KENNYWOOD BLVD OPP HOFFMAN BLVD,140.0,0.0,Unknown
KENNYWOOD MALL DR AT HOFFMAN BLVD,50.0,0.0,Unknown
KENNYWOOD MALL FIRE LANE AT GIANT EAGLE,2620.0,0.0,Unknown
KENNYWOOD MALL FIRE LANE AT HOLLYWOOD VIDEO,380.0,0.0,Unknown
KNOEDLER RD AT KEEPORT DR,50.0,0.0,Unknown
KNOEDLER RD OPP MERRYHEART HOME (#100),100.0,0.0,Unknown
KNOX AVE AT ROCHELLE ST,50.0,0.0,Knoxville
LEBANON CHURCH RD AT PGH-MCKEESPORT BLVD,140.0,0.0,Unknown
LEBANON RD AT NOBLE DR,1140.0,0.0,Unknown
LEBANON RD OPP NOBLE DR FS (HARLEY DAVIDSON),380.0,0.0,Unknown
LIBRARY PL AT DUQUESNE BLVD - DUQUESNE PNR,380.0,0.0,Unknown
LIBRARY PL AT 1ST ST,50.0,0.0,Unknown
LYSLE BLVD AT CENTER ST,50.0,0.0,Unknown
LYSLE BLVD AT CENTER ST,50.0,0.0,Unknown
LYSLE BLVD AT COURSIN ST FS,1670.0,0.0,Unknown
LYSLE BLVD AT EVANS ST,710.0,0.0,Unknown
LYSLE BLVD AT MARKET ST FS,1000.0,0.0,Unknown
LYSLE BLVD OPP MCKEESPORT TRANSPORTATION CENT,620.0,0.0,Unknown
LYSLE BLVD AT MCKEESPORT TRANSPORTATION CENT,670.0,0.0,Unknown
LYSLE BLVD AT SENIOR CARE PLAZA,710.0,0.0,Unknown
LYSLE BLVD OPP COURSIN ST,2000.0,0.0,Unknown
LYSLE BLVD OPP EVANS ST,380.0,0.0,Unknown
LYSLE BLVD AT LOCUST ST FS,190.0,0.0,Unknown
LYSLE BLVD AT LOCUST ST FS,50.0,0.0,Unknown
LYSLE BLVD AT WALNUT ST FS,140.0,0.0,Unknown
MAIN ST AT CAROLINE AVE,50.0,0.0,Unknown
MAIN ST AT VIRGINIA AVE,50.0,0.0,Unknown
MAPLE ST OPP KENNETT ST,50.0,0.0,Unknown
MATHIAS ST AT QUARRY ST,140.0,0.0,Unknown
MCCLEARY ST AT VERSAILLES AVE,760.0,0.0,Unknown
MCKEESPORT TRANSPORTATION CENT AT BAY #1,620.0,0.0,Unknown
MCKINLEY ST AT BROWNSVILLE RD,100.0,0.0,Knoxville
MELLON ST AT PENNSYLVANIA AVE,140.0,0.0,Unknown
MIDWAY DR AT #4A,190.0,0.0,Unknown
MIDWAY DR AT #24,50.0,0.0,Unknown
MIDWAY DR AT WHITAKER ST FS,50.0,0.0,Unknown
MIFFLIN RD AT HAYS SCHOOL,50.0,0.0,Hays
MIFFLIN RD AT INTERBORO AVE FS,100.0,0.0,Lincoln Place
BUTTERMILK HOLLOW RD AT NAUGLE ST,50.0,0.0,Lincoln Place
MIFFLIN RD AT #669,190.0,0.0,Hays
BUTTERMILK HOLLOW RD AT THOMPSON RUN RD FS,140.0,0.0,Unknown
MIFFLIN RD AT #605,330.0,0.0,New Homestead
MIFFLIN RD OPP INTERBORO AVE,100.0,0.0,Lincoln Place
BUTTERMILK HOLLOW RD OPP NAUGLE ST,100.0,0.0,Lincoln Place
MONONGAHELA BLVD AT #1224,50.0,0.0,Unknown
MONONGAHELA BLVD OPP #1224,100.0,0.0,Unknown
MOUNTAIN AVE AT FISHER ST,140.0,0.0,Mt. Oliver
MOUNTAINVIEW DR AT GREASE MONKEY,380.0,0.0,Unknown
MOUNTAINVIEW DR OPP GREASE MONKEY,140.0,0.0,Unknown
MOUNTAINVIEW DR AT HOME DEPOT,290.0,0.0,Unknown
MOUNTAINVIEW DR OPP HOME DEPOT,330.0,0.0,Unknown
ARLINGTON AVE OPP KNOX AVE,290.0,0.0,Allentown
ARLINGTON AVE AT WARRINGTON AVE,50.0,0.0,Allentown
PENNSYLVANIA AVE AT MELLON ST,520.0,0.0,Unknown
PENNSYLVANIA AVE AT MELLON ST,50.0,0.0,Unknown
PROSPECT RD AT E WILLOCK RD,100.0,0.0,Unknown
PROVOST RD AT WHITEHALL CIR,50.0,0.0,Unknown
RADFORD RD AT WILLOCK RD (OPP 7-11),50.0,0.0,Unknown
REGIS AVE EXT OPP HOME DEPOT,50.0,0.0,Unknown
RICHLAND AVE AT 3RD ST,380.0,0.0,Unknown
RICHLAND AVE AT BRIDGE STEPS,330.0,0.0,Unknown
SOUTH BUSWAY AT PALM GARDEN,100.0,0.0,Mount Washington
SOUTH BUSWAY AT EDGEBROOK SHELTER,50.0,0.0,Brookline
SOUTH BUSWAY AT OVERBROOK SHELTER,50.0,0.0,Overbrook
SOUTH BUSWAY AT SOUTH BANK,50.0,0.0,Brookline
SOUTH BUSWAY AT SOUTH BANK,50.0,0.0,Brookline
SOUTH BUSWAY AT SOUTH HILLS JCT,670.0,0.0,Mount Washington
SOUTH BUSWAY AT SOUTH HILLS JCT,1140.0,0.0,Mount Washington
SOUTH BUSWAY AT WHITED ST SHELTER,430.0,0.0,Brookline
SOUTH BUSWAY AT PALM GARDEN,290.0,0.0,Mount Washington
SOUTH BUSWAY AT OVERBROOK SHELTER,50.0,0.0,Overbrook
SOUTH BUSWAY OPP PIONEER AVE RAMP,100.0,0.0,Brookline
SOUTH BUSWAY AT WHITED ST SHELTER,240.0,0.0,Brookline
SHJ BUS TURNAROUND SHELTER,2140.0,0.0,Mount Washington
SMITHFIELD ST BRIDGE AT STATION SQUARE,520.0,79.3787947809585,South Shore
SOLTIS DR AT DESIDERIO BLVD,100.0,0.0,Unknown
SOUTH CAMPUS DRVWY AT LIBRARY ENTRANCE,430.0,0.0,Unknown
ST CLAIR AVE AT 3RD ST,100.0,0.0,Unknown
ST CLAIR AVE AT 5TH ST,100.0,0.0,Unknown
ST CLAIR AVE AT 6TH ST FS,240.0,0.0,Unknown
ST CLAIR AVE AT 6TH ST,100.0,0.0,Unknown
ST CLAIR AVE AT MILLER AVE,1140.0,0.0,Unknown
ST CLAIR AVE AT 3RD ST,140.0,0.0,Unknown
ST CLAIR AVE AT MILLER AVE FS,1190.0,0.0,Unknown
ST JOSEPH ST AT COMO ST STEPS,50.0,0.0,Mt. Oliver
ST JOSEPH ST AT HAYS AVE NS,100.0,0.0,Unknown
TARGET DR AT TARGET PERIMETER RD,1670.0,0.0,Unknown
VERSAILLES AVE AT CRAIG ST,50.0,0.0,Unknown
VERSAILLES AVE AT EVANS ST,50.0,0.0,Unknown
VERSAILLES AVE AT FREEMONT ST,140.0,0.0,Unknown
VERSAILLES AVE OPP SUMAC ST,140.0,0.0,Unknown
VERSAILLES AVE OPP PACKER ST,100.0,0.0,Unknown
WALNUT ST AT 13TH AVE FS,380.0,0.0,Unknown
WALNUT ST AT 5TH AVE,140.0,0.0,Unknown
WALNUT ST AT 5TH AVE FS,290.0,0.0,Unknown
WALNUT ST AT 7TH AVE,100.0,0.0,Unknown
WALNUT ST AT EDEN PARK BLVD FS,50.0,0.0,Unknown
WALNUT ST AT GRANT ST,240.0,0.0,Unknown
WALNUT ST AT LARCH ST,100.0,0.0,Unknown
WARRINGTON AVE AT ALLEN ST,1620.0,0.0,Allentown
WARRINGTON AVE AT ALLEN ST,1570.0,0.0,Allentown
WARRINGTON AVE AT ARLINGTON AVE,140.0,0.0,Allentown
WARRINGTON AVE AT BELTZHOOVER AVE,480.0,0.0,Allentown
ARLINGTON AVE AT WARRINGTON AVE,380.0,0.0,Allentown
WARRINGTON AVE AT ESTELLA AVE,570.0,0.0,Beltzhoover
WARRINGTON AVE AT ESTELLA AVE,240.0,0.0,Beltzhoover
WATERFRONT DR OPP COMMONWEALTH BANK,100.0,0.0,Unknown
WATERFRONT DR OPP AMC THEATRE,50.0,0.0,Unknown
WATERFRONT DR AT AMC THEATRE,290.0,0.0,Unknown
WEST ST AT 13TH AVE,50.0,0.0,Unknown
WEST ST AT 17TH AVE,50.0,0.0,Unknown
WEST ST AT 18TH AVE,50.0,0.0,Unknown
WEST ST OPP 18TH AVE,50.0,0.0,Unknown
WHARTON ST AT S 20TH ST,3570.0,95.55983465658109,South Side Flats
WHITAKER ST OPP OAK ST,100.0,0.0,Unknown
WHITAKER WAY AT LARKSPUR ST,50.0,0.0,Unknown
WHITAKER ST AT MIFFLIN ST,50.0,0.0,Unknown
WHITAKER WAY AT SCHWAB AVE,100.0,0.0,Unknown
W 5TH AVE AT PERRY ST,50.0,0.0,Unknown
W 5TH AVE AT RAMP #1 FS,50.0,0.0,Unknown
W 5TH AVE OPP REBECCA ST,50.0,0.0,Unknown
W 5TH AVE AT REBECCA ST,140.0,0.0,Unknown
W 5TH AVE OPP RAMP #1,140.0,0.0,Unknown
W 5TH AVE OPP RAMP #2,100.0,0.0,Unknown
W 5TH AVE OPP WINDSOR ST,100.0,0.0,Unknown
WORTHINGTON AVE AT 11TH ST FS,50.0,0.0,Unknown
WORTHINGTON AVE AT 12TH ST,100.0,0.0,Unknown
WORTHINGTON AVE OPP 8TH ST,50.0,0.0,Unknown
YESTER SQ AT CRAWFORD VILLAGE PL,50.0,0.0,Unknown
YESTER SQ AT CRAIG ST,240.0,0.0,Unknown
YOUNG DR AT YESTER SQ,330.0,0.0,Unknown
HWY RT 51 AT BRENTWOOD TOWN SQUARE,100.0,0.0,Unknown
BROWNSVILLE RD AT TOWN SQUARE DRVWY,190.0,0.0,Unknown
BROWNSVILLE RD AT GIANT EAGLE DRVWY,760.0,0.0,Unknown
S 18TH ST AT SARAH ST,670.0,0.0,South Side Flats
KNOEDLER RD AT BALDWIN TOWERS (#200),50.0,0.0,Unknown
CENTURY DR OPP SAM'S CLUB DRVWY,520.0,0.0,Unknown
WATERFRONT DR AT 5TH AVE FS,100.0,0.0,Unknown
SIDNEY ST AT S 27TH ST,140.0,53.48797888055161,South Side Flats
SIDNEY ST AT S 28TH ST,50.0,2.7073875620521197,South Side Flats
E CARSON ST AT S 11TH ST,520.0,37.34788604022448,South Side Flats
WALMART DRVWY AT SHELTER (WEST MIFFLIN),6430.0,0.0,Unknown
OLYMPIA SHOPPING CENTER PARK A AT SHELTER,1430.0,0.0,Unknown
LEBANON CHURCH RD AT COMFORT INN,100.0,0.0,Unknown
E CARSON ST AT S 26TH ST,860.0,30.800253641999312,South Side Flats
DUQUESNE BLVD OPP HERMAN AVE FS,290.0,0.0,Unknown
SECOND AVE AT PGH TECH CTR (MIDDLE ACCESS RD,330.0,7.693980728008827,South Oakland
SECOND AVE OPP PGH TECH CTR (MIDDLE ACCESS RD,100.0,2.544274167991384,South Oakland
WALNUT ST AT 9TH ST,190.0,0.0,Unknown
WALNUT ST AT 9TH ST,190.0,0.0,Unknown
KENNEDY AVE AT 6TH ST,710.0,0.0,Unknown
LYSLE BLVD AT MARKET ST,480.0,0.0,Unknown
KENNEDY AVE AT 2ND ST,620.0,0.0,Unknown
KENNEDY AVE AT 4TH ST,140.0,0.0,Unknown
KENNEDY AVE AT 6TH ST,860.0,0.0,Unknown
HOLLYROOD DR AT PROSPECT RD,100.0,0.0,Unknown
DELWAR DR AT APPLEBEE'S DRVWY,50.0,0.0,Unknown
MOUNTAIN AVE OPP SCHULER ST,100.0,0.0,Mt. Oliver
BAUSMAN ST AT KNOX AVE,50.0,0.0,Knoxville
S 21ST ST AT SIDNEY ST,50.0,2.490931157251071,South Side Flats
BRENTWOOD LOOP AT BROWNSVILLE RD,380.0,0.0,Unknown
HOFFMAN BLVD AT DUQUESNE BLVD FS,480.0,0.0,Unknown
HWY RT 51 RAMP AT HWY RT 51 (STEPS),50.0,0.0,Unknown
SHADY DR E AT MT LEBANON STATION,100.0,0.0,Unknown
S 26TH ST AT JANE ST,100.0,2.341573374584434,South Side Flats
OLYMPIA DRIVEWAY AT LIFE SPAN,570.0,0.0,Unknown
JEFFERSON HOSPITAL,430.0,0.0,Unknown
STATE ST AT WALNUT AVE FS,50.0,0.0,Unknown
MONONGAHELA AVE AT 5TH ST,50.0,0.0,Unknown
MONONGAHELA AVE AT 5TH ST,190.0,0.0,Unknown
MICHIGAN ST AT BELTZHOOVER AVE,140.0,0.0,Beltzhoover
BELTZHOOVER AVE AT RENTZ WAY,50.0,0.0,Knoxville
COAL VALLEY RD AT JEFFERSON PHYSICAL THERAPY DRV,50.0,0.0,Unknown
ST CLAIR AVE OPP 8TH ST,50.0,0.0,Unknown
OHIO AVE AT BROADWAY ST,140.0,0.0,Unknown
9TH ST AT HEMLOCK WAY,50.0,0.0,Unknown
MONONGAHELA AVE AT 8TH ST,100.0,0.0,Unknown
MONONGAHELA AVE AT 7TH ST,50.0,0.0,Unknown
MONONGAHELA AVE AT 6TH ST,710.0,0.0,Unknown
MONONGAHELA AVE AT 1ST ST,100.0,0.0,Unknown
MONONGAHELA AVE AT LINCOLN ST,50.0,0.0,Unknown
EAST PITTSBURGH-MCKEESPORT BLV OPP THE LANE,50.0,0.0,Unknown
MONONGAHELA AVE AT 2ND ST,50.0,0.0,Unknown
MONONGAHELA AVE AT 6TH ST,710.0,0.0,Unknown
MONONGAHELA AVE AT 7TH ST,50.0,0.0,Unknown
OHIO AVE OPP BROADWAY ST,190.0,0.0,Unknown
OHIO AVE OPP WALL ST,100.0,0.0,Unknown
STATE ST AT MAPLE AVE,50.0,0.0,Unknown
HWY RT 885 AT WALL RD,50.0,0.0,Unknown
DUQUESNE BLVD AT GRANT AVE,50.0,0.0,Unknown
LEWIS RUN RD AT KELLY LN,50.0,0.0,Unknown
5TH AVE OPP #1681,140.0,0.0,Unknown
E CARSON ST AT S 9TH ST,860.0,19.440142298893598,South Side Flats
STATE ST AT ELM ST,100.0,0.0,Unknown
WALNUT ST AT 1ST EVANGELICAL FREE CHURCH,50.0,0.0,Unknown
WALNUT ST AT PENN STATE MAIN BUILDING,50.0,0.0,Unknown
LEBANON RD OPP SOUTH HILLS INDUSTRIAL PARK,430.0,0.0,Unknown
CHURCHVIEW AVE OPP SANKEY AVE,50.0,0.0,Carrick
CHURCHVIEW GARDEN APARTMENTS,710.0,0.0,Unknown
WORTHINGTON AVE AT 8TH ST,190.0,0.0,Unknown
CAMP HOLLOW RD AT LIVINGSTON RD FS,50.0,0.0,Unknown
MOUNTAIN AVE AT FISHER ST,100.0,0.0,St. Clair
WARRINGTON AVE AT BELTZHOOVER AVE,140.0,0.0,Beltzhoover
WATERFRONT DR AT BRIDGE ST,100.0,0.0,Unknown
HARTMAN ST AT ANDERSON AVE,50.0,0.0,Unknown
EDEN PARK BLVD AT MAYFAIR AVE,50.0,0.0,Unknown
EDEN PARK BLVD AT MCKEESPORT HIGH SCHOOL DRVWY F,50.0,0.0,Unknown
FIFTH AVE AT LATTERMAN FAMILY HEALTH CENTER,100.0,0.0,Unknown
AGNEW AVE AT BECKS RUN RD FS,50.0,0.0,Carrick
AGNEW RD OPP ACADEMY CHARTER SCHOOL DRVWY,100.0,0.0,Unknown
CLOVERFIELD DR AT SANDRA DR,50.0,0.0,Unknown
CHURCHVIEW AVE AT SANKEY AVE,100.0,0.0,Carrick
CHURCHVIEW AVE AT CATHELL RD NS,140.0,0.0,Unknown
SKYLINE DR AT BALDWIN HEALTH CENTER,330.0,0.0,Unknown
SKLYLINE DR AT PARKLINE DR,100.0,0.0,Unknown
